package_id,package_index,volume,source_file,start_page,end_page,tire_key,matched_tire_no,mapping_confidence,mapping_basis,alignment_score,tire_no_raw,size_raw,manufacturer_raw,brand_raw,construction_raw,load_range_raw,max_load_lb_raw,max_infl_psi_raw,aspect_ratio_raw,tra_rim_width_raw,shore_hardness_raw,run_no_raw,road_speed_mph_raw,water_depth_mil_raw,cold_infl_psi_raw,design_load_lb_raw,rim_width_in_raw,groove_depth_pct_raw,master_size,master_manufacturer,master_brand,master_construction,package_source_evidence_class,master_mapping_evidence_class
V07-P133,217,7,PB263446(1).pdf,133,140,TIRF-325,325,MEDIUM,sequence + partial metadata,73.7,~'2.S,"-\5 L T ,#00",F\,":')r' _ TRAkl:::-' 110 _ , I ~",,"r ""-",.. . 172.6 ',45,"..... : ,,-\: -'88.G"" )"""" ,""","'"" S.So",( 4- ) . SCo. .',T(DOS SB4,ao .. ..,- ..,~S,"r ""-",o.SO,100,7.00-15LT,Firestone,Transport 110 N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P141,218,7,PB263446(1).pdf,141,147,TIRF-326,326,MEDIUM,sequence + partial metadata,83.27,~~(O,(.OO-IS LT,F\,t S POlZT A. TR N,e,D,2040,~O,,"'5.50 . ,",( ) <:0:3.4-,1 <DOCo ~e1,- SO -~,"'.50 , - .",,D,5.50,100,7.00-15LT,Firestone,Transport 110 N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P148,219,7,PB263446(1).pdf,148,155,TIRF-327,327,HIGH,sequence + strong metadata,86.67,-:''2..7,7.00 -\15 LT,"+=1 """,llO TRA.N~Po·RT,,0,2040,-- --- G;o,,-- 5.50,"i ( ) SB.e,",58& 1(00'2.,".. , ~O",~-,50,0,5.50,100,7.00-15LT,Firestone,Transport 110 N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P156,220,7,PB263446(1).pdf,156,162,TIRF-329,329,LOW,sequence-dominant; weak OCR,35.67,~1.9,"LT Co,SO-I(P","F\ -,",,I S,"C """,l<D 10,45 '.,,S.SO,I ( ) [ 51.2-,I <059 <DG?S .,ao -. . ~ I,100:,.35,"C """,,,6.50-16LT,Firestone,Transport 110 N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P163,221,7,PB263446(1).pdf,163,169,TIRF-330,330,HIGH,exact OCR tire number + sequence/metadata,186.62,330,"LT 7,OO-I~",FI,A TR. N'5PORT \,B,,"1800 , ,",45,""" B5.co , . ~",".. 5.50 '. """,( ) ~o.4,"1~6B 5BCt;,",. SO ~ ~,.SS -,,,5.S0,100,7.00-16LT,Firestone,Transport 110 N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P170,222,7,PB263446(1).pdf,170,176,TIRF-331,331,LOW,sequence-dominant; weak OCR,39.55,"\ ~:,","LT 1,~o-\'""",::=1,"i iO ""7~AN?ORT",S,", C","'2.0(;;,0",45,8800 I,S.So,,1~<47 ~~O,"'. . 30 -~ , ' ,",100,35,"'2.0(;;,0",,,7.50-16LT,Firestone,Transport 110 N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P177,223,7,PB263446(1).pdf,177,183,TIRF-332,332,HIGH,sequence + strong metadata,93.96,.3B2,LT 1.50-1~,""" Ft",T'RA.~SPO~T,"- B !. ,",0,2440,<Co,"&~.O . ~,""",CD.CO,( ) S4-.~,"I G,-.G:,~ G,SB",".. , '"" ' ~O",-,50,0,5.50,100,7.50-16LT,Firestone,Transport 110 N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P184,224,7,PB263446(1).pdf,184,189,TIRF-333,333,MEDIUM,sequence + partial metadata,54.59,"a~' "". '0' ;","."" ',E:i.QO""r'tGtoS.·, LT","'F:l' "" ""","lsod WIDe T~AN\,~'f'OR""",", (6 1 ""~. ,.",,".1-l5~O, . . , ~",".4""S: """,,",I ~ l~.O<O~","(;' 11 }o;6O't-4e: ~ )~, , '>, T~~;SN, ,",,"'30: '.""',,., ""',' ~ """,.j~,".4""S: """,,"<iP;,~ ,~~, ~",~ I~t,8.00-16.5,Firestone,"Transport ""500"" Wide Oval N",Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P190,225,7,PB263446(1).pdf,190,196,TIRF-334,334,HIGH,exact OCR tire number + sequence/metadata,176.06,334 .,"8.00- T .l,.. ~G;,.S",Fl,'506' WiOE:. TRA~SpORT,B,", D",-..... .. 2.045,~O,,"c::o,OO","I ) ( 5""1,B","I 114u, 99S ""' I",,.SO -~,,", D",,100,8.00-16.5,Firestone,"Transport ""500"" Wide Oval N",Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P197,226,7,PB263446(1).pdf,197,203,TIRF-335,335,MEDIUM,sequence + partial metadata,59.33,"3""e>S",8.15 -I<D.S L T,FI,"1500' TI<A~c;""PO'<T",,C,19<30,45 :,1J.l,~.IS,"( ) 57.'Z., .. '",".. '/141 , SSG:>","... ,_. SO ~ ~",100,II E>S,C,~·lS,,8.75-16.5,Firestone,"Transport ""500"" Wide Oval N",Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P204,227,7,PB263446(1).pdf,204,217,TIRF-336,336,MEDIUM,sequence + partial metadata,71.17,~3~,"8.""15-ICo.5 LT",FI,ISOO' TRA..~SPORT,\5,,""""""" 2~SO",~O,", 1.1",ICD.'S,( ) 51.4,. '::>91 il4S,SO • ••••• _ - - - co ~,,~O,,~.IS,100,8.75-16.5,Firestone,"Tr~sport ""500"" Wide Oval N",Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P218,228,7,PB263446(1).pdf,218,225,TIRF-340,340,MEDIUM,sequence + partial metadata,40.57,~40,H 18-iS LT,C~y,,BB,",.. \woo",'B30,45,,C;~OO',( ) - 59.S,I S4<.O G;OI,. - .. SO ~.,--,35,",.. \woo",6.00,100,H78-15LT,Goodyear,Glas Guard Belted N+F/N,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P226,229,7,PB263446(1).pdf,226,232,TIRF-341,341,MEDIUM,sequence + partial metadata,43.38,~41',"R .70 c:;, IS T L. ,","G""{","F La X~i C.V~""""'oM",R I,", c",PSSO .,,'2. B~.,i 5.00,I ( ) 55.CD,15S~ 71&,""". ... < "", ~'~ ' ~O I","-. """,~5,", c",5.00,100,6.70R15LT,Goodyear,Custom Flexsteel LT P+S/N,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P233,230,7,PB263446(1).pdf,233,239,TIRF-342,342,MEDIUM,sequence + partial metadata,67.74,~4?,":""7.150 R-\Co LT",~'{,"FLE.XSi'""EE.L C.iJ~Totv,",R',D,·2440,,88.0,(0.00,",( , 54'.4 ) VAR)","1c.~G "" G, <.D \",.' .. ~O,-,55,D,5.50,100,7.50R16LT,Goodyear,Custom Flexsteel LT P+S/N,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P240,231,7,PB263446(1).pdf,240,254,TIRF-343,343,HIGH,exact OCR tire number + sequence/metadata,190.08,343,7.00 -15 LT,C.:ty,SUPEr< MIl.aR HI,=- B,C,"~-"" i120",4S :,,,,.,--' 30 .....,~~,~~- 35,C,,100 u::.,7.00-15LT,Goodyear,Super Hi Miler 4N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P255,232,7,PB263446(1).pdf,255,261,TIRF-344,344,LOW,sequence-dominant; weak OCR,39.78,~45,f.SO-l(PLT,~'-(,M\LER SLJPER io4\,i3,D,2440,,<0.00,88.0,"( ) 54,12,",I G>(DS G~'2.,.- .' SO ~,-,50,D,5.50,100,7.00-15LT,Goodyear,Super Hi Miler N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P262,233,7,PB263446(1).pdf,262,268,TIRF-345,345,MEDIUM,sequence + partial metadata,51.66,:$A~,LI 1.00 -p~ .. .. ',"~y ..... .' ... -.. .-*-, .. ,- ' ~","M 10""-.\ I-L:~·.,:t ClJ~H .. .,",e,"c ! ., ... .,",riQo - ..,,"I &&. '"" ..","fO. ,- I' ....... S.50 ."",'.-. . ...",eo ( \,' Se$ J~Of,".""' '"" ; -~ ~",'l!..~,SS j.,"c ! ., ... .,",S.SC1,"U1Q ,",7.50-16LT,Goodyear,Super Hi Miler N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P269,234,7,PB263446(1).pdf,269,276,TIRF-347,347,HIGH,sequence + strong metadata,105.35,S41,7.00-\5 LT,MI,x:c.,R,C,",.: {71..0 -,",45',", 88.G:,",5.50,") ( '·('o~.O ,",545 1<000,", SO",.35 -,,C,5.50,100,7.00-15LT,Michelin,XC sIS,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P277,235,7,PB263446(1).pdf,277,283,TIRF-348,348,MEDIUM,sequence + partial metadata,68.04,54b,"""1,So-l(.., LT",tvtl,XC,R ~,0,'2..440,~O,88.0 '.,G.OO,( ) COl. CIJ,I (Orp4 ~G:>=>,. SO,-,11'50,0,5.S0,100,7.50-16LT,Michelin,XC sIS,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P284,236,7,PB263446(1).pdf,284,290,TIRF-349,349,MEDIUM,sequence + partial metadata,80.13,~4-<9,L'T 8.o0-\G>.S,"MI "" .-",XCA,,D,204S,<aO,". ,\.O","- G,.OO","( ) G:,'3.~",~ 'J~4~ 999,SO ~ ~,-,SO ~.,D,.. OO ~,"jO,O",8.00-16.5,Michelin,XCA sIs,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P291,237,7,PB263446(1).pdf,291,298,TIRF-353,353,LOW,sequence-dominant; weak OCR,29.27,5S~,lB-IS ~R,au,"Me EX PF-f<1 ""'-1TAl",,,1~'2.0,S2,,", ,~,oo..",( ) VAR) ~'2..0,"IS'3G, 559",... ~O,-,"2.4 .. "" \",,<'i:;.OO,100,GR78-15,Dunlop,Experimental ZP+ZS/ZP,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P299,238,7,PB263446(1).pdf,299,306,TIRF-354,354,MEDIUM,sequence + partial metadata,69.01,~S4,.::!tR18-15,au,"E. E,)( PE.R NTAL 1 M",R,B,\ G:r '2.0,~2 ~'.',.- '14.13.,Co.QO,,IS91 SG::IO,". "" ~ ~ ~. ~O",-,24,B,"a,_OO",100,GR78-15,Dunlop,Experimental ZP+zs/ZP,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P307,239,7,PB263446(1).pdf,307,314,TIRF-356,356,MEDIUM,sequence + partial metadata,67.66,5SS,~RIB-1S,au,E.X pe~\N':= ~'TAL,R,B,'2.0 I CD,8'2..,"""'14""S",(P.OO,( ) 58.Co,1591- 5\5,. ~ ~O,-,2.4,B,~.OO,100,GR78-1S,Dunlop,Experimental 2P+2S/2P,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P315,240,7,PB263446(1).pdf,315,322,TIRF-357,357,HIGH,sequence + strong metadata,102.72,3S~,Gt< /&-15,DU,"E,)(PERI ME.NTAL",", R. ' ; ,""-, ,"", i, """,B,I ~'2.o,,"14-;5 '.' . "", ~",C::O.OO·,( ) S8.B,"159~ 5\S . ,",.- ... SO,"- ,",2.4,B,G.DO,100,GR78-15,Dunlop,Experimental 2P+2S/2P,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P323,241,7,PB263446(1).pdf,323,330,TIRF-358,358,MEDIUM,sequence + partial metadata,71.75,85,18-15 ~R,au,E.XPE.R 1M E.~TAL..,"- ... R, , ' .",B,GII'2 0 ~,,14.5,". , , G.OO"" '0,","( ) 51.('""",J4S5 38~,", SO",- i,24,B,<A.oo,100,GR78-15,Dunlop,Experimental 2P+2S/2P,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P331,242,7,PB263446(1).pdf,331,338,TIRF-358,358,MEDIUM,sequence + partial metadata,64.43,35&,IB-\ S ~R.,DU,"PER.I ME.Ni""A: .. E..~",,S,"1(,'2.0",,~14-_S,~.OO,( ) ~O.~,1598> 5~\,",~, ~O",.-,24,S,"(0,00",100,GR78-15,Dunlop,Experimental 2P+2S/2P,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P339,243,7,PB263446(1).pdf,339,346,TIRF-360,360,HIGH,sequence + strong metadata,93.35,85,A 18-IS,"Q,A.",1& OE-LUXE.,B,e,\orao,~12..,"& [G:,.",4_'50,( ) 51.'2..,1194 l(p~,"--- -- ,- SO ~","-,.",2.4-,e,4.150,100,A78-13,Dayton,Deluxe 78 4N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P347,244,7,PB263446(1).pdf,347,354,TIRF-361,361,HIGH,exact OCR tire number + sequence/metadata,169.38,"3G;, I","C""B-l~",DA,",5 DELU,)(E.",,B,\'2.~o,2>2,"7~""Gr..>",S~OO,( ) 53.4,118~ 114,", SO _ "" ~ ~",~,2.4,B,5.00,100,C78-13,Dayton,Deluxe 78 4N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P355,245,7,PB263446(1).pdf,355,362,TIRF-362,362,LOW,sequence-dominant; weak OCR,30.56,~(P2,,OA,DE:.LU'1( E:. 15,,E>,1'2. 30,~'2.,-- - 17.5,5.00,"( ) S~.G,",7'l.0 .l19B,". .. . . ' "" ~~ ~O",-,24,E>,5.00,100,C78-14,Dayton,Deluxe 78 4N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P363,246,7,PB263446(1).pdf,363,370,TIRF-362,362,HIGH,sequence + strong metadata,91.44,"~G,5",E18-\4,DA,is DELUXe.,B,e,\400,5'2.,1~.1,5.50,) . ( S4.~S,/801- l'2..S,"'_. - ~- ~ "", ~ ~O",-,2.4,e,S.SO,100,C78-14,Dayton,Deluxe 78 4N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P371,247,7,PB263446(1).pdf,371,377,TIRF-362,362,HIGH,sequence + strong metadata,89.67,3(.04,FiB-l4,DA,ie DE.LUXE.,B,E>,\500,32,"7(;:,Q8",5.50,( ) Sl.4,IBO~ 1'2.5,. .. SO ~,-,2..4-,E>,S.SC,100,C78-14,Dayton,Deluxe 78 4N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P378,248,7,PB263446(1).pdf,378,385,TIRF-362,362,MEDIUM,sequence + partial metadata,70.28,"~(oS""","C::t,e,-\4",DA,"15 DE.L!,)~E.",E>,,1~'2.o,"3""2-",75.'3,(0.00,"( ) '2.. , SO~",]~~'~~-~,".. . , SO """,~,204-,,", ~.OO",100 =-,C78-14,Dayton,Deluxe 78 4N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P386,249,7,PB263446(1).pdf,386,393,TIRF-362,362,HIGH,sequence + strong metadata,85.33,~~(p,l8-15 ~,DA.,"""1S DE.LU'J{E",I B i,".. , B","1""'2..0",~'2.,I I~.S I,S.So t,I ( ) St.CP,"108 1&Ct,2",SO I',-,2.4,".. , B",5.50,- 100,C78-14,Dayton,Deluxe 78 4N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P394,250,7,PB263446(1).pdf,394,401,TIRF-362,362,MEDIUM,sequence + partial metadata,61.67,~C47,,DA,15 DELUXE:.,e - ..,B,~2.,,,,- ( ) S44,/8415 -. - -~~ ./ 8'? ..D _.,"'- , SO ,","-- -~- ~,..-..s",", 24-",B,,,C78-14,Dayton,Deluxe 78 4N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P402,251,7,PB263446(1).pdf,402,409,TIRF-362,362,MEDIUM,sequence + partial metadata,52.35,'OC4B,"AlB-Ie,",,IS DELU~E.,B,B t,< •• loG;.O,""" 32",l(a.& ~,",-.~ ? ·4.5 .",( ) 48c.~,,,,.~ 24,B t,,10Q,C78-14,Dayton,Deluxe 78 4N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P410,252,7,PB263446(1).pdf,410,417,TIRF-362,362,MEDIUM,sequence + partial metadata,77.35,~(o9,i5-IS G,-DA,"IE> DE LU,)(E.",B,B,12.30,,lcP#C4,5 .. 00,( ) S'~.2,"1 c.e, 1185 i",- . SO ~. ~,--,24,B,"5,00",1.00,C78-14,Dayton,Deluxe 78 4N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P418,253,7,PB263446(1).pdf,418,425,TIRF-362,362,HIGH,sequence + strong metadata,105.82,310,"C""""1~-\4",DA,"DE:b.-U'XE ,8 ' '","B ......,.",", i3 .",.. 'Z.. ! ~O,""""" I 0'2.","- ,..,.~",I S.OO,"I """"""""'"" ( ) --. SS.~",'119;- ·i-------~ 121,"-- -- ... . . SO ""*- .- ~.","~..""..",24,", i3 .",S.OO,JOO .,C78-14,Dayton,Deluxe 78 4N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P426,254,7,PB263446(1).pdf,426,433,TIRF-363,363,MEDIUM,sequence + partial metadata,47.71,"~,\",\4- E '1B-,OA,DE.L.U)(E. 75,,", B",i400,~'2..,"'7("". I","5,,150 I I ;",I ( ) S'2..0,""".- , /8:-'3 ,24 I",'. - ~~ ~O,-,-- 2.4,", B",5.S0,100,", E78-14",Dayton,Deluxe 78 4N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P434,255,7,PB263446(1).pdf,434,441,TIRF-363,363,MEDIUM,sequence + partial metadata,77.44,51'2..,F1B~14,DA,IS DELLJ~E,B,", B",11500,,,I 5.50,"- ( ) 54. '2.,","1'2 (."" 180'7","! .,. 50 ~ ~ I",-.-,2.4,", B",5 .. 50 -.-,roo,", E78-14",Dayton,Deluxe 78 4N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P442,256,7,PB263446(1).pdf,442,449,TIRF-365,365,MEDIUM,sequence + partial metadata,76.78,~lS,14 18- ~,", DA",78 DE.LU)<~,.B.,"e ,",l~f20,'32-,,"I ,.\ ~""OO' I",( ) . 54·0 I,"Jate, 1'32",~O e._',~,- 1. . 2.~ _1tVP,"e ,",.• aa: ~ ~ ~,'O~O';,G78-14,Dayton,78 4N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P450,257,7,PB263446(1).pdf,450,464,TIRF-370,370,LOW,sequence-dominant; weak OCR,10.0,oi4,~'l8-\S,,"e Ie, Oc: L L>)(",E>:,", B","iG.'Z,O",.02-,-. 7~·S,- I 5.SD,I ..... ( ) '15'2 .. 1-,,"... . '"" 30 I",.-,--- 2.4-,", B",5.50,10.0,C78-14,Dayton,78 4P,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V07-P465,258,7,PB263446(1).pdf,465,474,TIRF-376,376,LOW,sequence-dominant; weak OCR,28.75,~7f.4,\is 1B- ~,OA.,",6 I NTE.RUR BAN",B,~,\ C-'2.0,~'2.,i~.S,5.S0,( ) 55.8,"18t ,10 5",... .. SO ~,-,~'2.,\ C-'2.0,"5,50",lOD,G78-15,Dayton,78 ~N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P011,259,8,PB263447(1).pdf,11,18,TIRF-377,377,MEDIUM,sequence + partial metadata,80.91,317,Dt<'lO-IA-,DA,"I<:,AO\AL X~ ~TE&'L",R,B,I ~'2..o,~2,~B.~,5.50,( ) E:> 54.,1801 '14\,"- SO "" ~ ~",-,24,B,"5,SO",100,DR70-14,Dayton,Radial XS 6R+lS/2R,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P019,260,8,PB263447(1).pdf,19,28,TIRF-378,378,MEDIUM,sequence + partial metadata,51.67,"'5""1e",A 10-1':>,LE.,M A A D R E: I-l t-..I L. ~-.!,,", B ;",10..:00,"-,... ::>.:...","10;2- "" ;",I I ;;3 #::>~,( ) 52..4 ; 1,"1,91- iCce>",- SO ~ I,--,2..4-,", B ;",5.00,100,A70-13,Lee,4P,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P029,261,8,PB263447(1).pdf,29,36,TIRF-379,379,MEDIUM,sequence + partial metadata,51.67,"S,9",FlO - \4-,LE.,MA.t-.l~ A~OLe:R·,~,\3,\$00,52,lL4-,S.~O,"( ) 5""3_8",Is08 ;'Z.l,-. - . .. . SO ~,-,24,\3,"5,So",100,F70-14,Lee,4P,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P037,262,8,PB263447(1).pdf,37,44,TIRF-380,380,MEDIUM,sequence + partial metadata,45.89,3Bo,4 - 10 t ~,LE,~ANHANDLE:R,B,B,1(P2.0,3'2-,- 11.0,", ~.OO",( ) 55.&,145 /520,. ~O,-,2..4-,B,.. OO ~,100,G70-14,Lee,4P,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P045,263,8,PB263447(1).pdf,45,52,TIRF-381,381,MEDIUM,sequence + partial metadata,57.0,~el,'AlO-\~,qT,. Gt~ABBE:~,".. , , B",e,10(00,~'2,". , ""10.'2. .,",".. , "" S~OO","z.. ( ) 5 G::,.",J 191 1~':),"ao ... - - ."" - . . . , ' ~ ~",-,2.4-,e,5.0C,100,A70-13,General Tire,4N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P053,264,8,PB263447(1).pdf,53,60,TIRF-382,382,MEDIUM,sequence + partial metadata,72.0,oB'2.,14- F 70-,""" ~T",;0 ~:;;:A.6BER,.. '. B,,1500,~2,"li.4 """,5'.50,) ( VAR) ~1.'2.,7'2..5 1809,. SO ~,-,2.4-,,15.50,100,F70-14,General Tire,70 4N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P061,265,8,PB263447(1).pdf,61,68,TIRF-383,383,LOW,sequence-dominant; weak OCR,36.43,~B5,"\4 - (;.,0",~T,G:tRAB6ER..,,B,I ~;z.O,32,,""" CO.OO","( ) VAR) ~~,2","I ,49 B'Z.I",- .... . .... ~ ~ ~O,-,2'4,B,~.OO,100,G70-14,General Tire,4N,Bias Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P069,266,8,PB263447(1).pdf,69,76,TIRF-385,385,HIGH,sequence + strong metadata,89.15,~BS,- c:a.OO \~,FI,SpoRT M Il-J \,B,B,10\::>,-- .. r ..... ~,.'--- B~.4,.:!-.OO,( ) VAR) 158.5,liS 11&4,.. -- . SO ~ ~ -~,---,24,B,4-.00,100,6.00-13,Firestone,Sport 2R,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P077,267,8,PB263447(1).pdf,77,83,TIRF-387,387,MEDIUM,sequence + partial metadata,61.39,~B~,"-,e,- \4 C::t",FI,'X. E. DE:.LU CHA.M,B5' I,13,l(02..0,~2,", lS.~ "" "" '",G .00,"( ) VAR) ~L4- ,",19S~ c:?JOr,' ' ?>O,20 -+I-,24,13,,10,G78-14,Firestone,Deluxe Champion Sup-R-Belt,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P084,268,8,PB263447(1).pdf,84,89,TIRF-388,388,LOW,sequence-dominant; weak OCR,0.0,,,,,,,.~---,,,i,( ) 1 I,198(0 9~O,", ,. , ~O",--,24,,6.00,10,G78-14,Firestone,Deluxe Champion Sup-R-Belt,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P090,269,8,PB263447(1).pdf,90,96,TIRF-388,388,HIGH,sequence + strong metadata,85.14,3&7,G'18-14,FI,". DE.LUXE CHANH'tOt-J StJ~-R-~E.\""'T",iBS,", B",1~'2.o,~'2.,,I ~.OO,,"1951~ 908,",. Po.' • BB ~O I,P ~O,24 F,", B",6.00 N,,G78-14,Firestone,Deluxe Champion Sup-R-Belt,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P097,270,8,PB263447(1).pdf,97,102,TIRF-388,388,LOW,sequence-dominant; weak OCR,0.0,~81,,,,,,,,,,"(- ) """,J91B 9~\,"- ,. ~ ~O",--,2.4,,6.00,30,G78-14,Firestone,Deluxe Champion Sup-R-Belt,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P103,271,8,PB263447(1).pdf,103,109,TIRF-388,388,MEDIUM,sequence + partial metadata,84.16,3BB,G.iB-14,Fl,CI-1AMPIOt-J Oe.LL.lX~,BB -',B,1~2.o,32-,"15.9"" '""",CD.OO,4 ( ) n .~ .~;t...,/951 90~,""". "" ?>O",'2.0 -If-,24,B,6.00,0,G78-14,Firestone,Deluxe Champion Sup-R-Belt,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P110,272,8,PB263447(1).pdf,110,115,TIRF-392,392,LOW,sequence-dominant; weak OCR,0.0,0&&,,,,"I DU ,",,,NOTATIONS,- GT,GY i I,"I KS ( , ) am. __ '-""","1~/9 , 9~'2. B :","BB 30 """,- R,24 F,,,P 0,GR78-14,Firestone,Radial Deluxe Champion,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P116,273,8,PB263447(1).pdf,116,122,TIRF-393,393,MEDIUM,sequence + partial metadata,78.56,3~2.,G1< 1&-14,Fr,"CHAMPIO""-1 Ce.LU')(e. RADIAL",- R.,", B",I(Q~O,SZ,",5.2.","6,00",I ( ) cPl.(p I,(94(4 915,?>O I,"-,4- ~O",24,", B",,70,GR78-14,Firestone,Radial Deluxe Champion,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P123,274,8,PB263447(1).pdf,123,128,TIRF-393,393,LOW,sequence-dominant; weak OCR,0.0,~~~,,,,","" ,",,,,,,( ) VAR),"1~e,B 9~~","- - . , SO",-,.24 psi,,6.00,10,GR78-14,Firestone,Radial Deluxe Champion,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P129,275,8,PB263447(1).pdf,129,136,TIRF-393,393,HIGH,exact OCR tire number + sequence/metadata,189.43,393,"Gt ""18-14- I<",I=I,I<:ADIAL DE.LUXE.,R.,B,\ G:o'2. 0,~'2..,"., . 15.1.",... ~.o6,( ) VAR) (03.4,/94S 91<a,~O,-II- 2.0,2..4-,B,6.00,SO,GR78-14,Firestone,Radial Deluxe Champion,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P137,276,8,PB263447(1).pdf,137,142,TIRF-394,394,LOW,sequence-dominant; weak OCR,0.0,3~S,,,,,,,,,,".( ) VAR) """,JS5S 9~1,SO,-,2.4,,6.00,50,GR78-14,Firestone,Radial Deluxe Champion,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V08-P143,277,8,PB263447(1).pdf,143,155,TIRF-394,394,HIGH,exact OCR tire number + sequence/metadata,147.88,394-,fB- 14 ~R,.' FI,OE.LU)(E.' RAD~AL,I<,,t(o'2.0,5'2.,15.'2-,<:#.00,"( ) VAR) <D~.u,",194A.. 911,• •• ~ ~O,-H-fO,2.4,,(D.OO,0,GR78-14,Firestone,Radial Deluxe Champion,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
